Tipo,Precio,Área,Habitaciones,Baños,Estrato,Ubicación
Apartamento,580000000,300,4,4,5,Av. 8 Nte. #50N-47
Apartamento,150000000,53,3,1,5,Cl. 62
Apartamento,179900000,55,2,2,5,Cl. 45 #98B-50
Apartamento,290000000,85,3,2,5,Cl. 10a #72-36
Apartamento,400000000,54,1,1,5,Pance
Apartamento,255000000,69,3,2,5,Carrera 119 #60-144
Apartamento,250000000,86,3,3,5,Cl. 13a #76-21
Apartamento,450000000,150,3,4,5,El Ingenio
Apartamento,286500000,74,3,2,5,Cl. 50 #94-32
Apartamento,162000000,48,2,1,5,Cra. 121 A #47-108
Apartamento,310000000,110,3,2,5,El Lido
Apartamento,195000000,60,2,2,5,Cl 54 #98-50
Apartamento,196500000,60,2,2,5,Cl 54 #98-50
Apartamento,195000000,60,2,2,5,Cl 54 #98-50
Apartamento,274500000,65,3,2,5,Cra 98C #58-72
Apartamento,360000000,70,3,2,5,Cra. 76 #16-41
Apartamento,224800000,62,3,2,5,Cl. 44 #109-83
Apartamento,320000000,110,4,2,5,Cra. 56 #9-210
Apartamento,230000000,37,1,2,5,La Flora
Apartamento,255000000,69,2,2,5,Carrera 119 #60-144
Apartamento,300000000,86,3,2,5,Sur
Apartamento,190000000,50,2,2,5,Cl. 14c #50-103
Apartamento,231000000,61,3,2,5,Cra. 98b #60-115
Apartamento,275000000,72,3,2,5,Los Andes
Apartamento,231000000,61,3,2,5,Cra. 98b #60-115
Apartamento,291300000,65,3,2,5,Cl 59 #97 Bis 46
Apartamento,375000000,90,3,3,5,Cra. 102 #25-83
Apartamento,218300000,60,3,2,5,Calle 55 #99-250
Apartamento,520000000,81,1,2,5,Pance
Apartamento,320000000,125,4,3,1,Sucre
Apartamento,291300000,65,3,2,5,Cl 59 #97 Bis 46
Apartamento,232000000,61,3,2,5,Villa Fátima
Apartamento,690000000,118,3,3,5,Ciudad Jardín
Apartamento,165000000,68,3,2,5,Cra 99 #2a-201
Apartamento,367000000,80,3,2,5,Cl. 18 #85c-47
Apartamento,378000000,74,3,2,5,Av. 3g Nte. #62n-63
Apartamento,650000000,131,4,2,5,Ciudad Jardín
Apartamento,210000000,68,3,2,5,Carrera 119 # 60a-112
Apartamento,198500000,60,2,2,5,Cl. 49 #120-52
Apartamento,192000000,60,3,2,5,Cra. 101 #42-75
Apartamento,259400000,69,2,2,5,Carrera 119 #60-144
Apartamento,360000000,90,3,3,5,Valle De Lili
