Tipo,Precio,Área,Habitaciones,Baños,Estrato,Ubicación
Casa,495000000,230,4,3,5,La Buitrera Polvorines
Casa,599000000,217,11,5,5,Santa Elena Santa Elena
Casa,970000000,575,5,10,5,El Bosque El Bosque
Casa,370000000,61,3,3,3,Carrera c cbis Villa Del Prado
Casa,125000000,76,3,1,3,Villa Del Lago
Casa,6000000000,800,4,7,5,Cra SN Ciudad Jard n
Casa,640000000,185,4,3,6,Ciudad Jard n Ciudad Jard n
Casa,350000000,128,3,3,5,Valle De Lili Valle Del Lili
Casa,9000000,246,3,4,5,Cl Oe Santa Rita
Casa,1800000000,316,3,5,5,Pance
Casa,430000000,90,3,3,5,Cl Villas De Guadalupe
Casa,370000000,110,5,4,5,Cra a Comuna Colombia Caney
Casa,770000000,142,4,3,5,Bella Suiza Bella Suiza Alta
Casa,570000000,332,7,2,5,Avenida a BIS N San Vicente
Casa,1399999900,350,4,4,5,La Reforma
Casa,1250000000,300,4,6,5,Rozo
Casa,520000000,107,3,3,4,Cl Bochalema
Casa,860000000,336,4,5,5,San Fernando
Casa,280000000,83,7,2,2,Calle h b Alfonso Barberena Colombia Alfonso Barberena
Casa,595000000,200,5,5,5,Cra a Jun n
Casa,1280000000,233,5,5,6,La Arboleda
Casa,2750000000,647,5,6,5,Pance
Casa,470000000,180,4,4,5,Zona Sur El Limonar
Casa,1100000000,570,5,5,6,Zona Sur Pance
Casa,1300000000,246,4,4,5,Cl Oe Santa Rita
Casa,560000000,266,8,4,4,Cl A Ciudad
Casa,850000000,240,4,5,5,Bellavista
Casa,320000000,100,4,3,4,El Limonar
Casa,545000000,240,4,3,5,Cra a Panamericano
Casa,660000000,208,3,3,5,Zona Sur Mayapan
Casa,420000000,120,3,3,5,Norte Sur Oeste Rural Aleda as
Casa,500000000,180,4,4,5,Zona Sur Valle De Lili
Casa,1100000000,345,3,3,5,Pance
Casa,400000000,83,3,2,4,Valle De Lili Valle Del Lili
Casa,180000000,80,2,2,5,Norte Sur Oeste Rural Aleda as
