Tipo,Precio,Área,Habitaciones,Baños,Estrato,Ubicación
Apartamento,270000000,78,2,2,4,El Cedro
Apartamento,240000000,34,1,1,6,Arboledas
Apartamento,270000000,78,2,2,4,San Fernando Nuevo
Apartamento,174000000,64,3,1,4,Champagñat
Apartamento,345000000,82,3,2,5,Santa Mónica
Apartamento,280000000,60,3,2,5,Camino Real - Los Fundadores
Apartamento,290000000,72,2,2,5,Los Portales - Nuevo Rey
Apartamento,490000000,107,3,4,4,Ciudad 2000
Apartamento,330000000,80,3,2,6,Ciudad Campestre
Apartamento,530000000,112,3,3,4,Ciudad 2000
Apartamento,248000000,65,3,2,4,El Refugio
Apartamento,320000000,65,4,3,6,Cañaveral
Apartamento,298000000,143,4,2,5,Camino Real - Los Fundadores
Apartamento,325000000,101,3,3,6,Ciudad Campestre
Apartamento,320000000,122,3,3,6,Cañaveral
Apartamento,190000000,77,3,2,5,El Lido
Apartamento,290000000,70,3,2,6,Urbanización Ciudad Jardín
Apartamento,500000000,139,4,3,6,Santa Barbara
Apartamento,235000000,62,2,2,6,Altos de Santa Isabel - La Morelia
Apartamento,410000000,90,3,3,4,El Refugio
Apartamento,400000000,72,3,2,4,El Cedro
Apartamento,290000000,75,3,2,4,Olímpico
Apartamento,345000000,83,4,2,6,Santa Barbara
Apartamento,310000000,98,3,2,4,Granada
Apartamento,260000000,95,3,2,4,3 de Julio
Apartamento,320000000,85,3,3,5,Sector Cañaveralejo Guadalupe
Apartamento,485000000,124,4,4,6,Normandía
Apartamento,379800000,85,3,3,4,El Refugio
Apartamento,220000000,65,3,2,5,Las Quintas de Don Simón
Apartamento,360000000,86,3,3,4,Vipasa
Apartamento,440000000,98,3,3,5,El Ingenio
Apartamento,680000000,76,2,2,6,Menga
Apartamento,300000000,70,3,2,5,Camino Real - Joaquín Borrero Sinisterra
Apartamento,515000000,199,4,4,4,Ciudad 2000
Apartamento,300000000,70,3,2,4,San Vicente
Apartamento,315000000,70,2,2,5,Versalles
Apartamento,214000000,58,3,2,5,Prados del Norte
Apartamento,193500000,64,3,2,5,Sector Cañaveralejo Guadalupe
Apartamento,185000000,53,3,2,4,Chipichape
Apartamento,285000000,96,3,2,5,Senderos de la Flora
Apartamento,195000000,59,2,2,4,Chipichape
Apartamento,280000000,60,3,2,6,Club Campestre
Apartamento,229000000,72,3,2,5,Camino Real - Joaquín Borrero Sinisterra
Apartamento,499999999,90,2,2,5,Prados del Limonar
Apartamento,270000000,60,3,2,4,Bosques del Limonar
Apartamento,168000000,56,2,2,4,Lili
Apartamento,165000000,60,2,2,4,Caney
Apartamento,205000000,60,2,1,4,Pasoancho
Apartamento,330000000,92,3,2,4,Urbanización La Merced
Apartamento,540000000,107,3,4,5,El Gran Limonar - Cataya
Apartamento,200000000,55,3,2,4,Urbanización Nueva Granada
Apartamento,530000000,102,3,3,4,San Vicente
Apartamento,315000000,70,2,2,6,Ciudad Campestre
Apartamento,380000000,96,3,3,5,Centenario
Apartamento,365000000,86,3,2,4,Barrio Departamental
Apartamento,210000000,60,3,2,5,Mayapan - Las Vegas
Apartamento,210000000,55,3,2,4,San Vicente
Apartamento,217150000,72,3,2,4,3 de Julio
Apartamento,370000000,86,3,2,5,La Hacienda
Apartamento,210000000,65,2,2,6,Normandía
Apartamento,270000000,56,3,2,5,Pampa Linda
Apartamento,202000000,59,2,2,4,Chipichape
Apartamento,379000000,102,3,2,4,El Cedro
Apartamento,170000000,55,3,2,4,Pasoancho
Apartamento,478000000,132,4,3,6,Tejares - Cristales
Apartamento,199999000,62,2,2,4,Urbanización La Merced
Apartamento,310000000,68,3,2,5,La Flora
Apartamento,200000000,31,1,1,5,Urbanización La Flora
Apartamento,210000000,61,2,2,6,Ciudad Campestre
Apartamento,330000000,110,4,2,4,Barrio Eucarístico
Apartamento,600000000,105,3,3,4,La Campiña
Apartamento,509000000,100,3,3,4,Granada
Apartamento,255000000,60,2,1,4,San Fernando Nuevo
Apartamento,172000000,50,2,2,4,Lili
Apartamento,250000000,82,3,2,5,El Ingenio
Apartamento,135000000,49,3,2,6,Santa Teresita
Apartamento,230000000,72,3,2,5,El Gran Limonar - Cataya
Apartamento,183500000,52,3,2,5,El Gran Limonar
Apartamento,230000000,56,2,2,4,Ciudad 2000
Apartamento,170000000,51,2,2,4,Chipichape
Apartamento,335000000,79,2,2,6,Cañaveral
Apartamento,270000000,66,3,2,4,Caney
Apartamento,200000000,31,1,1,5,Urbanización La Flora
Apartamento,290000000,67,3,2,5,Ciudad Capri
Apartamento,184000000,61,3,2,4,Unidad Residencial El Coliseo
Apartamento,309000000,81,3,2,6,Urbanización Río Lili
Apartamento,189500000,58,3,2,4,Urbanización Colseguros
Apartamento,475000000,136,4,3,4,El Cedro
Apartamento,225500000,60,3,2,6,Club Campestre
Apartamento,263000000,78,3,2,5,Sector Cañaveralejo Guadalupe
Apartamento,153000000,46,2,2,5,Prados del Limonar
Apartamento,605000000,92,3,2,5,Mayapan - Las Vegas
Apartamento,299000000,79,3,2,6,Urbanización Ciudad Jardín
Apartamento,188000000,55,2,2,5,Camino Real - Joaquín Borrero Sinisterra
Apartamento,202000000,59,2,2,6,Santa Barbara
Apartamento,301000000,66,3,2,5,Pampa Linda
Apartamento,263000000,78,3,2,5,La Cascada
Apartamento,215000000,62,2,2,4,Unidad Residencial El Coliseo
Apartamento,202500000,58,2,2,6,Parcelaciones Pance
Apartamento,202500000,58,2,2,4,Colseguros Andes
Apartamento,167900000,65,3,1,5,La Flora
Apartamento,240000000,72,3,2,4,Chipichape
Apartamento,141000000,50,2,2,5,Los Portales - Nuevo Rey
Apartamento,320000000,105,3,3,5,Urbanización La Flora
Apartamento,231500000,67,2,2,5,Prados del Norte
Apartamento,390000000,73,3,2,5,La Flora
Apartamento,365000000,80,3,2,5,El Ingenio
Apartamento,200000000,71,3,2,6,Arboledas
Apartamento,172400000,56,3,2,4,Unidad Residencial Santiago de Cali
Apartamento,272700000,67,3,2,4,El Refugio
Apartamento,185000000,71,3,2,6,Parcelaciones Pance
Apartamento,225500000,60,3,2,6,Club Campestre
Apartamento,395000000,58,3,2,4,Los Cambulos
Apartamento,610000000,101,2,2,6,Parcelaciones Pance
Apartamento,430000000,100,3,2,6,Arboledas
Apartamento,245000000,66,3,2,5,El Gran Limonar
Apartamento,150000000,53,3,1,5,Los Portales - Nuevo Rey
